second_max,Speed_mean,net_acc_max,net_gyro_max,roll_mean,yaw_mean,pitch_mean,No_of_Years_driving_exp,driver_rating,driver_age,car_age,gender
983.2,9.357729892764135,13.027266734615509,0.7043056921630196,15.56496380735868,-10.491190329777876,1.1691820744457124,12.9,3.56,46.8,20.7,1
946.5,9.19189309759678,12.593359124194865,0.9537230335287038,-1.0774281598575997,5.0163346435608505,-0.5022138137500779,17.3,3.3400002,47.0,21.3,0
875.8,8.833593655900298,12.712308657217967,0.6991953991721095,38.33334243304215,0.17454641411161304,-7.055063345993441,14.5,3.19,46.4,28.1,0
789.2,9.650992153909655,13.561446166664563,0.7811431383643536,38.33634385844074,23.11023471102376,-0.23757128887474063,15.5,3.58,48.2,23.1,1
1041.3,8.244564467819284,12.886980121150128,0.6706912121516637,42.92801411478217,16.166731534949612,1.0438753408200045,17.3,3.2,49.1,25.2,1
876.9,9.190737283195048,12.9321437701229,1.420664656937663,46.67081562532365,-0.7037171476525771,-0.7561240221169443,15.1,3.75,50.2,23.5,0
911.1,7.997479489318211,13.229151461279145,1.3589054609074562,23.04332706018075,24.487767951337453,0.9199864961211744,14.1,3.48,49.1,18.8,0
988.9,8.338889547647927,13.217927953649667,1.1585766158500719,60.065494228015986,18.442455770543813,1.9055955754608487,16.5,3.16,48.6,27.6,1
1161.7,9.662026239811185,12.614575122016422,1.0934010097100528,60.949085798061695,26.18601117365995,1.0294480046972896,19.1,3.2399998,46.6,25.2,0
992.7,10.027114606721627,13.58645022911532,0.936816855679709,34.137218600314625,22.25636378815609,1.7807707929974204,14.0,3.4,46.3,20.1,1
820.8,7.793875550507822,18.733743349348007,1.3548767199092429,33.807240177019864,9.618547897567359,-0.077847149966035,15.6,3.7099998,48.4,24.5,1
870.0,7.973657653241636,13.808140117313645,0.6722221281958612,8.78955729097994,14.917251974810995,0.878651339748673,14.6,3.5100002,47.9,24.6,0
835.1,6.40759879222597,13.476571528793254,1.4159666386620304,-5.6627675877391,0.42097320094631596,-4.542555295503272,12.8,3.83,48.7,24.7,0
913.8,7.721071635410273,12.733656064944892,1.1372489357093,27.93499274315379,12.412872303121341,0.9764160513603107,13.6,3.95,47.6,20.3,1
813.5,6.438278159347928,12.776793129991583,0.6835395011739915,45.04585542336237,13.652348465606433,1.9802633371658434,13.2,3.61,48.6,22.4,0
887.8,7.433335225458028,12.917018771573316,0.6915391887133022,28.589544568538127,9.466639217681783,3.1445555310052007,16.0,3.6,47.9,21.5,0
992.0,9.302926018576889,14.639297121306015,0.6608098376885848,77.70019987505466,9.57972526150691,0.8319331173268523,18.0,4.06,50.4,23.1,0
889.8,7.132809408296832,12.796819150120655,0.6123995932998488,63.01785178840329,10.606421461098558,0.48653683719828356,13.7,3.92,48.3,19.4,0
865.6,7.476183392254191,13.309921674822295,1.1967168620831627,56.82780812903657,12.279513564422194,0.8949459662193437,16.9,3.7,47.7,24.3,1
868.1,10.2123295933283,13.252344030961984,0.6847857387305571,57.920445406255205,16.086172447635615,-1.6152654970115816,18.4,3.5399997,47.8,26.5,0
624.2,4.620812678047664,12.968885233814401,1.185718663225131,62.0043000339179,5.788935033872604,2.1875453956711763,17.9,3.52,47.0,27.6,1
571.8,9.557880585776342,11.944808380120117,0.7099822230834807,-1.0012894431698505,2.646036192731767,-1.9663190403651865,15.3,3.5,48.5,20.0,0
839.1,8.036265459243026,13.425047028405999,0.8647386391224081,39.19306725497227,7.952769222841907,1.4872951685412839,15.1,3.53,46.1,25.0,1
945.0,7.973448714580451,12.954460194093281,1.074296511351314,-4.691833359748008,7.552071866153741,-1.0648626317442862,14.2,3.33,48.3,21.9,0
736.3,6.73830903230439,12.211185553917085,0.5793550845649974,64.1702364382515,17.869167810972858,0.16344514302340069,16.0,3.2599998,50.6,23.2,0
950.6,10.473464055043497,13.88131231679758,0.955571044241454,6.4900660545716375,10.547950514259403,0.2656318700376161,14.9,4.2200003,47.8,21.0,1
1032.9,8.787541632492394,13.185149011760794,0.6143821858538239,61.88705133352382,17.486777511952347,-1.0125021243026435,15.5,2.94,48.9,24.8,1
832.3,7.646644845175336,14.14515065487798,1.0921721260941273,37.76130184507103,13.914206531881153,-0.2702965122598872,18.0,3.36,49.3,25.6,1
888.8,8.936085842521354,12.502657483096101,0.5862521150120764,74.58697553130955,13.716401654696128,-0.23578272433718195,12.7,3.25,47.7,21.8,0
706.3,7.450056824474106,13.655832905427156,0.9497797822660562,45.524985430560136,17.994223186437093,2.4545778903437183,12.5,3.55,46.8,20.2,1
776.2,9.357098461167448,12.952810951060021,0.8780563618792667,59.936868041890534,-0.23317190031191187,1.4007558835768337,17.0,3.25,47.6,25.0,1
1007.4,8.921468656248898,12.929286605998664,0.9453406494290515,45.42243313186029,1.221563334410203,0.6048219989372778,13.2,3.5900002,46.7,24.0,1
772.9,6.889071192103597,13.010550909847447,0.7085886503402798,40.41422262278953,22.511303442511828,1.695084599901703,16.0,3.97,47.5,19.5,1
808.4,10.386727131532108,12.611937153312208,0.6856588891603062,54.40466356993564,9.097515112143578,0.15371582209253248,14.0,3.6,47.1,22.7,0
915.1,9.514443968785596,14.19822047035304,1.2181144173524177,5.9139724593592575,8.497432256433765,2.032790873950855,17.8,3.4,48.2,20.6,1
639.5,7.101497279443686,12.530865993248549,0.5979325100412505,31.037203040845316,13.800403359518052,2.4021553429268985,13.3,3.7099998,46.3,24.2,0
1053.5,7.291427935549801,14.500918356800673,0.9821057974243719,41.25533672562193,21.32470475284415,0.43555295409400047,18.1,3.4099998,48.2,28.7,1
907.0,5.500236788645003,13.533771551535917,1.9162427639757453,45.888545721177806,23.33418521641415,-1.866968455999126,12.8,3.3400002,48.4,21.4,1
713.3,8.027862449883097,15.478002504592292,1.0308866548646267,50.360951349864614,24.0241744594391,-0.4240991750651668,19.1,3.4,48.3,28.3,0
1186.4,9.956505606657423,13.828712040845797,1.788662146836339,32.87452842060659,-0.7152189585971083,1.6226003990677582,16.1,3.5899997,48.4,26.3,1
825.4,6.305036059674633,11.35081368787401,1.5823451498632686,45.89885446342621,5.660588222101749,-1.3226159842243246,18.1,3.69,46.9,22.1,1
900.9,7.966708683345753,13.20176025695504,0.5911236794250365,42.31746011180023,27.199678487605023,-0.43118402912092585,15.8,3.36,47.4,21.9,1
1141.3,8.365275875189806,12.808859253319188,0.5944412959438816,42.1966790433199,16.711961429985433,1.8251756372086683,14.5,4.13,47.9,26.9,0
749.6,6.773852140652825,14.258102554964557,1.0099292987773894,5.028312406606432,14.60280308386433,1.049491721504383,10.0,3.4599998,46.4,23.5,1
807.0,8.200316916062157,13.071314813151863,0.7727440398912421,28.566611304283505,9.309695476019566,0.7623914619012624,14.3,4.19,47.5,24.7,0
842.0,6.920128233796021,13.492382281544227,0.8933428087346842,20.197991277725645,12.795653422331796,-5.686565310887121,13.3,3.85,48.9,23.1,0
594.6,6.941587871696356,14.910238665254031,1.0038141312543973,48.93710031501976,1.5950541131083213,0.04832287823891894,13.0,3.48,47.1,20.9,0
875.1,9.526263717006666,12.480360450777745,0.702901066995403,58.947658623479164,14.729138588999287,3.048107843783226,16.0,3.58,46.7,20.2,0
866.8,8.007928930037489,13.208354205071988,1.7785950425913952,55.450862421017256,30.553054014420734,0.31947547979386937,11.7,3.33,48.9,22.4,1
1106.9,9.2282728538784,13.5667982943081,1.268616338046885,30.248010586217752,13.237927718489823,0.765656073506521,12.3,3.9900002,49.0,24.5,0
1044.2,10.259495912912994,13.427673563811803,0.742521899262553,73.89117590097887,19.93087730016629,0.653021467238622,15.6,3.8200002,48.4,19.5,0
958.3,7.822398622888602,13.5665495802137,1.4738474735604195,29.316706886168056,28.69521350144534,-0.3259031497907664,16.2,3.45,46.7,24.2,0
588.7,7.549403907233516,12.56535003521983,1.0511697464161738,51.508146013536546,1.6939142215099499,-1.4929683484082106,15.1,3.58,49.8,20.3,0
536.2,9.751002009612005,12.393222737106296,0.672454198615497,28.987224343439713,15.178855602818373,0.9069706406890917,19.7,4.04,47.1,26.7,1
934.7,8.25492342170888,12.690208070147234,0.9962452257154274,-0.6345608175046081,-2.8913452186090725,-0.14526983082985293,13.8,3.4,51.4,24.5,1
681.4,7.054162114597247,13.347104761178112,0.6270290398807317,14.809303191732663,12.772717246542744,-2.487509768802148,18.0,3.4599998,47.3,28.8,1
1003.2,9.454939877416875,12.599835695217518,0.7143671394971081,-8.536368418790612,-9.135703111200266,0.3663439649535022,16.3,3.6,48.6,24.6,0
1026.1,7.800545209321849,13.965417022463797,0.8977899149527048,13.229516536187656,-0.3580904606641894,1.6902325935795584,15.6,3.2099998,49.0,21.8,1
1077.5,8.017608560004906,13.458433450844144,0.8645682536627444,42.332662213568874,12.591640958461142,0.9295248524408928,15.6,3.5099998,45.4,25.3,1
961.7,8.698302626619082,12.404442461609401,1.165938359932284,66.99446194794393,25.573691327399807,9.507965119802485,15.0,3.47,51.0,26.7,1
895.6,8.700952953573562,12.242989899934239,1.0167825211316248,21.68165143140708,17.846186311163468,-1.0759871922912467,14.3,3.6200001,46.5,23.6,0
783.4,10.123006973267351,13.103119709962343,1.4188067337690797,65.87666494485532,20.85552823209925,7.697003302150205,17.5,3.3,47.9,26.0,0
1068.7,9.869128266339102,12.514235226434463,0.5355662463376633,46.23675808990586,5.401356003636915,1.084651579797272,16.9,3.44,48.0,22.8,1
1055.7,8.307251104127692,13.512520802778681,1.2705149533608273,25.86995011414901,10.012136617293882,-1.2335241645899333,14.4,3.2,48.5,29.3,0
871.6,8.796768402439621,12.710158625307374,0.9769692511797636,28.561962808123514,3.572381701121843,1.723935683919402,9.6,3.6599998,47.0,19.5,1
773.9,9.182099891399186,13.554878094468052,0.8150305698862658,27.433063654722883,17.978277171352282,-0.0429263249445353,13.4,4.1400003,46.1,24.5,0
1075.7,8.23764849273586,13.85380450362474,1.4182654859524944,34.258044612241825,21.12416525386623,-0.0967493123426224,17.1,3.67,47.4,26.8,0
704.4,7.566696638433473,16.143023313601418,1.4989880178362647,44.049492940541334,12.392785447994735,-0.791575215466291,14.1,3.9099998,48.9,17.7,1
1093.6,9.954552835921879,13.99733393333078,0.9154276741679792,44.43904960252448,6.1587925340556655,-0.7068126826739961,12.6,3.4900002,49.2,18.9,0
882.2,6.148141250665552,13.254780976494294,0.625112972928684,47.62134890479485,19.45440920996341,1.685731728604433,13.7,3.81,49.3,20.8,0
736.3,10.428695578678782,13.816214039321546,0.831415906224483,49.2635379403198,5.214702402903699,0.23291269040306153,16.6,3.64,46.6,28.7,0
1033.5,7.698449354970012,13.780544826692372,1.010408717769651,25.91647877732613,9.130985032155579,0.6964408539669833,14.9,3.8200002,47.6,20.7,0
1073.0,6.4648191386388945,13.656404345669841,1.218267061636647,36.990295644521495,-0.15182750677898582,0.6105674820531937,12.1,3.4900002,47.6,21.4,1
895.5,6.257215629232497,12.667949201385474,1.39284653979947,23.70365308132937,9.275858504613936,-1.040737596844805,12.1,3.77,46.5,23.1,1
1126.5,9.49310129149669,13.916468137695773,1.1143873953874883,15.865312822894879,2.639761213714055,0.15919928359884983,14.9,3.45,47.7,22.0,0
798.2,7.657641300210244,13.181738814255084,1.3133685420550085,26.99977383110653,3.411317277621876,1.882015111382093,14.7,2.97,47.9,29.5,0
797.9,6.940857483334057,12.47820150788743,1.3823383599977341,75.00661622318519,25.007041249650545,0.4031849092544582,17.2,3.8200002,47.6,21.9,0
816.8,9.131147573678371,13.0654649776729,0.707410358868805,-11.835508716145531,-4.305123075654021,-1.8172901834241695,12.5,3.35,48.9,25.0,0
988.2,7.160502423342514,12.426565237940991,0.5629315788676241,32.39078283822791,2.6961295946570836,-1.3485840545897971,16.7,3.1799998,50.2,25.6,1
1147.7,9.16826948256597,12.510751013027397,0.711812675665569,30.69032980206747,9.46574717022443,2.3313481830986604,14.0,3.47,49.5,23.8,0
891.3,7.482610472533276,13.661172259678334,1.557034220935562,57.46242186048215,20.356466124161795,0.8017522960604815,13.2,3.4299998,47.1,22.9,1
677.8,7.832908329500218,13.299804459555642,1.746150277103137,43.27133166097958,16.396308762156917,4.561205624822781,12.2,3.52,46.7,24.6,0
1099.2,8.470269018211088,13.324993989495786,0.6533709071788959,45.591437252792396,0.2880595861279982,0.14567060181705643,12.8,3.5700002,44.5,20.0,1
1003.7,7.6312768348876885,12.829773600710283,0.8362061061250289,17.937482053293145,-4.187025666071236,1.1191561490558162,15.7,3.39,48.1,24.6,1
862.7,8.811315324016025,12.881673734738039,1.3391953418256881,14.410904424659629,-11.265364088661382,1.1760188181239168,12.1,3.4599998,49.5,21.4,0
1165.3,10.603104727058602,12.687916033749024,0.6085437313706408,28.55141172073893,8.012887453349945,0.48683220693298085,14.4,2.9299998,48.9,24.2,0
630.6,8.974671282717331,13.056045851488813,1.5788565023702377,28.718418144063776,4.791403381123056,0.9141910958802825,13.5,3.5400002,48.5,24.6,1
771.5,8.607237464768833,14.108388792192107,0.678701136836954,58.20683198727785,21.60803248460124,3.536026097691562,15.1,3.67,47.1,24.2,1
922.2,9.787276942513197,13.311506509057718,1.7150640531910615,35.97411678789756,21.1959264056302,-0.32885490578517373,13.4,3.27,49.1,25.9,1
1053.0,7.784844585431971,14.42757190144485,1.0713611808417784,51.12225498688032,20.60712526498309,0.7407220202423591,13.2,3.6799998,46.8,21.9,1
838.3,8.671080400059772,12.97673226861787,0.6494555789684698,42.21427156815511,22.475141008994697,-0.11987306614655502,15.6,3.4299998,48.9,25.4,1
920.5,8.413617049444706,13.39235122971661,0.7331343428983348,18.053446662725598,3.1811231614752984,-0.05622896762604714,12.8,3.42,49.7,18.7,0
811.1,7.71226859941641,13.052009421783405,1.1579150574864294,18.90505012329759,13.235552688022457,-0.6664394766113038,10.8,3.4599998,48.6,23.8,1
991.4,6.800873070300422,13.042590197355853,0.945564441067653,-28.16043623227859,-13.689953570520988,0.06736867789464455,15.2,3.97,50.2,24.9,0
766.4,6.432868727228021,12.252573133586353,0.5630288112280543,19.40193418037664,-3.600090123543194,-0.23557599666338075,15.8,3.64,47.1,24.2,1
952.5,7.415665494209492,12.639098100561643,0.6072246477882898,29.31958965662639,1.9117465499228288,-0.3865470018269943,13.5,3.22,48.5,22.4,1
1016.3,8.361278662955183,12.3642001896573,1.2515396254909792,-3.0734357887744794,4.412793813963313,-0.957054269352114,17.2,3.3700001,49.5,25.7,0
623.2,9.031702318222338,12.943931831129337,1.2792101140801662,58.062518753127186,17.517000360854915,0.3628470100589035,13.3,4.01,48.4,25.2,0
941.9,10.154609958034282,12.985162525803627,1.3797020718457478,24.05998610612654,-0.05596951357057023,-0.09684197904527111,15.4,3.56,48.9,23.9,1
811.6,6.913894088017374,12.48678424432326,1.4371752700678455,30.74875503076686,6.9943125788753635,0.3916107697815826,13.2,3.9,49.1,19.8,0
740.0,7.827954840867375,12.144998361347564,0.6000051899454255,30.832998632850042,5.926842078501454,-0.5458305904161184,17.6,3.3399997,48.1,22.8,1
1134.9,9.890746263446635,13.58687256689063,0.746966121018339,62.80328911122522,16.903705193679194,0.12257099070645286,18.6,3.1299999,49.7,27.6,0
1058.1,7.940171720840377,12.534040439504444,0.7788929080202946,6.762572168946129,13.170712129127878,-0.3737163651991189,18.2,3.6299999,46.3,26.0,1
896.2,10.130662071353301,12.253530746083964,0.6558432790365109,43.484837501856106,11.834087071496288,0.8400284631102434,16.8,3.67,46.9,27.4,1
1160.5,8.121104978112538,12.740529117902508,0.6440985515554392,42.73844580754711,19.215342713896387,0.38142782547062776,14.6,3.75,49.8,21.6,0
1051.7,9.287254527408827,12.612986017035507,0.7488698708787906,63.591787956328496,15.634908476094646,-0.5042712771994078,14.1,3.67,48.7,22.0,1
1080.1,9.099024721777079,13.687965132768468,0.6416183866882219,58.60410350321003,-0.30215894823020406,0.6749573528079919,13.8,3.2,47.2,20.9,1
836.2,7.437144501667669,13.16908425362583,0.713385785821132,1.4058695340458214,6.456973854149962,1.4001933809128218,13.3,3.6299999,46.6,19.2,1
791.9,6.480848972898286,13.01141348168171,0.6567428103082535,24.278054861887455,14.311285143169666,2.9398511947181167,17.1,3.56,49.3,21.9,0
1029.6,9.963717716218508,12.577099994610899,0.6863719533669544,15.561855609397895,9.112761580740798,1.7947680611659842,12.4,3.78,45.7,26.7,1
947.9,9.038405594768395,12.290704847247781,1.9784487648134363,40.4612327113856,24.627711141938637,3.1661439785546865,12.6,3.6599998,47.5,23.9,1
1247.6,11.293188790196613,13.267865467043856,1.7741077075350316,42.22253216069888,19.909845067247385,2.360693004479251,17.5,3.4099998,46.4,27.3,1
941.2,8.644112562804192,13.382346978478992,3.1758809615156602,45.29828720008848,2.140725201686794,-0.6327187025006064,13.2,3.33,48.6,24.9,0
631.9,6.1461594318049775,13.375700894398125,0.6189946596601071,45.19172385286102,10.813496136768656,3.813628287459533,13.8,3.8,46.8,29.3,1
708.1,7.403119845286781,13.083996821319602,1.166929711623094,57.91153733026609,18.378357552856652,1.7444637956401579,16.7,3.5900002,45.7,20.5,0
904.5,10.860489133775674,13.098524353472701,0.8959792959248519,32.39710443817019,13.340013550861432,1.6377495734832728,15.8,3.56,45.1,20.3,0
845.7,8.504555809215498,13.204145252380263,0.8287246951420505,48.384738913005336,2.395356437531088,0.46060125619851355,16.2,3.7,46.8,23.8,0
1215.2,7.0435794977232975,13.55021728322861,1.0285145273230811,24.76279192472368,-5.406946961637731,-0.7543145763699984,14.5,3.5900002,45.5,19.8,0
928.4,8.117883574722086,12.4877009011723,0.8702788665993719,68.60592307493913,23.29224526027354,6.60495928073078,15.5,3.7099998,47.0,20.9,0
977.3,7.4519854920063775,12.320410020535993,0.6224271546893928,27.30259360841299,14.904223732643572,-3.4005321932275954,18.4,3.8,47.8,20.8,1
1056.3,9.21800573101889,12.4223672388383,1.2117204996720468,32.72552777097113,26.225615238308933,-1.2928422953630696,15.9,3.8,48.4,18.4,1
929.8,8.072828933699846,14.322491481936762,0.9164772352875034,37.72308699095736,23.41162193464774,1.9449971891754512,15.2,4.2,48.0,20.3,0
1174.3,8.742513363016796,15.060551499392085,1.574783655420676,42.4861459923459,29.45985194424747,0.9415608834506948,14.2,3.5899997,48.7,23.4,0
983.5,6.439244128481714,12.870326521050725,0.9415800361868145,44.713233682514286,2.697984578976798,1.6981678436238412,14.9,3.8700001,46.6,20.7,1
1028.8,8.86377017614846,13.144391703315316,0.7127178000998147,47.94012169412879,0.4824402132897916,-0.32125310179563116,15.8,3.55,48.9,24.5,0
836.4,8.086331811692107,13.29655284050076,0.8432038555774918,23.32665304163505,0.11633279447472873,-0.6306171750055161,18.4,3.2400002,49.4,21.2,1
872.7,8.158886121788353,12.590815183490097,0.5639979617836415,29.950013313036436,22.09975652822518,0.387997359475632,16.3,3.5400002,46.3,24.0,0
1025.7,10.491470436076655,12.445337335905752,0.807442412946106,56.68660660732903,30.835823488903365,-0.7044628544527367,13.1,3.2400002,49.5,25.8,0
948.3,8.836406700494376,13.160424585644439,1.3339463002304286,38.593843652878846,7.1575377041564225,1.8355398792439506,12.9,3.3399997,48.4,20.8,1
1008.4,8.78147607956725,14.485447421989775,0.7493878176613823,25.286903664570293,16.122474915991504,2.3182670292032133,14.5,3.2599998,48.6,27.5,0
894.0,9.769645951451729,12.519094259060521,0.7469372364513766,-3.0839551742725257,16.21187886993581,1.7061216395531091,15.0,3.9099998,46.5,21.8,1
800.5,8.103152951364489,13.4137983204797,1.0771828901872333,22.611315603561813,17.604027222551906,1.4772234228685581,14.7,3.4599998,49.3,26.3,1
867.5,9.957161816512546,12.20424725794064,0.6509817739383561,21.70801002587404,6.897709597467336,-1.2628072608283563,12.5,3.42,48.1,23.9,0
798.8,7.973112091720975,12.901522764962735,1.4032970835331309,48.189325954538404,3.2503691499239182,0.9948279955698582,14.5,3.6200001,46.4,23.8,0
820.9,8.903361268520328,12.513065977485553,1.1142973563706746,11.643191934691387,11.072698373329501,-1.1968060352504413,15.4,3.6299999,49.4,26.7,0
730.0,7.184548407422992,12.358860263740581,0.9517922077423728,41.320687120974114,30.564366780223658,0.982469472111498,16.5,3.3,46.7,25.3,1
1091.2,9.892927880268024,12.528068018540932,0.6117740298629623,53.88700655364918,23.723066538264238,-0.6132679279664695,16.0,3.1,48.3,19.1,0
670.1,11.074490287258202,12.170082793290216,1.0381460504421305,42.56539605208779,16.941004341941674,1.2046615668133476,12.4,3.67,46.4,19.2,0
1006.8,7.464314879263091,13.936878264921498,0.9563076496827968,-28.396150446840558,-6.524637620820139,-1.4321203950841412,13.8,4.06,47.7,22.7,1
942.7,8.116604239247195,12.638565820332962,0.905607890194978,46.395926315079876,5.488574965621577,-0.009557299878161318,14.3,3.0400002,47.5,23.8,0
818.6,7.883266551428713,13.273379550434901,0.7965387515318387,-8.164421918488639,3.1774480374155964,-0.04536580402645747,13.2,3.5900002,49.9,20.2,1
970.4,9.684654823315531,11.606139580105172,1.2099533335305395,41.504933061139646,18.042849429546607,5.3350204897366025,13.5,3.56,48.7,22.4,1
867.1,6.890555896091007,12.704126268880515,0.6742930320203685,41.95225937339568,-1.6720306812280092,0.26664565502826054,14.8,3.75,48.8,23.7,1
822.1,10.998505875723447,12.620429058332508,0.7097649344926314,74.58093065085774,9.185627694975077,-0.010350422075593535,15.1,3.3400002,47.6,24.8,1
969.1,9.678308186933979,13.24491815940767,1.0409364462202724,29.122619004680416,3.017600878644095,-1.2779568237564507,17.4,3.61,46.0,24.4,0
767.5,8.913315157465965,12.123256986691667,0.5592774881966217,62.17472359162154,12.509053501375664,-0.05211602386626054,15.1,3.8200002,46.8,25.2,0
925.3,8.275007220111181,12.713043760368848,1.6478963786764993,57.88246039363588,0.23415062267786907,1.9297830002333636,14.9,3.8,49.5,24.3,1
667.1,9.382253425487846,12.309510508485493,0.7695848084399453,13.105303003109606,1.4412224807611236,-0.6734865333504055,14.1,3.72,48.7,21.3,0
970.1,8.917871775623405,13.563058608638865,1.0662682387377558,55.379463623086465,10.607859544689228,1.239519619970503,10.4,3.22,47.6,22.6,1
1101.8,8.810267281870145,13.028249225496362,1.4469092150240916,15.677797756735771,14.862006646690777,-3.8292691957632092,15.4,3.48,47.4,24.3,1
998.3,10.862449146780142,12.502399398490496,0.6086957193550351,43.86500568060417,9.96872067686562,0.11608657419793648,13.2,3.5900002,47.7,22.4,1
1136.3,8.673819691460544,13.949840659185117,1.5517236853554388,60.57554061954577,9.855484729789548,-0.07814364088718903,15.6,3.8,50.1,20.1,0
851.2,8.640102128229945,13.608214570611732,1.1523649739319564,77.95574682649757,7.456157890601794,-0.2326468143138492,14.4,3.61,48.5,21.3,1
747.1,6.7939440716298805,12.424650295611976,0.8649976708191703,27.19070844268391,8.203071096436208,0.10240180181548433,13.7,3.55,47.3,20.2,0
1249.4,9.7875452786934,13.523542178807613,0.8421643031068736,62.78627996148583,8.842776941880247,-0.29122438354873126,15.5,3.86,48.2,22.5,0
997.6,8.182981575743106,13.121651289313911,1.4932711322050143,-9.370990859705335,2.9275639483742966,1.4064336035020328,11.7,4.16,49.3,22.7,0
1045.2,9.47475421041157,12.450502324957784,1.4274741431526086,47.55293486575967,4.183097540404079,0.546294225511986,15.5,3.65,46.6,25.6,1
952.6,6.750162163638569,12.773628172291073,0.8171045416547902,77.30734630059708,18.626871223841242,0.12734670226182793,17.7,3.45,48.3,23.9,0
960.9,8.448531922434,13.795103436999256,2.259742663050061,47.3315154012501,-5.490248716622746,0.1244242699845303,12.0,3.7,48.1,28.1,1
1015.8,10.00523734604089,13.247517665635263,1.076535183694729,18.658809441363196,14.169774653948556,5.9369782572701055,16.1,3.4299998,49.3,26.5,1
870.5,8.405176653062735,12.109955716875024,0.6295280246461123,36.444347406449076,24.72680745601603,1.0513998448109987,12.1,3.2099998,45.6,24.3,0
1118.0,8.601124941452834,12.595427137064947,0.6746220507649939,21.745550030794288,16.848917010355542,2.273647017857108,15.5,3.33,47.4,25.0,1
768.7,9.525247670836269,12.852179997636366,0.8199420818634225,13.623209119410495,8.766821049144173,0.8452116579375175,13.7,3.6100001,45.6,23.8,1
865.7,6.7458304453742555,12.889651899803392,1.2504535005255184,49.984417775047675,25.177622005695127,2.8271928449507033,14.3,3.6299999,47.5,21.9,1
904.4,8.456033953321096,12.934166008494405,0.7996178422440633,72.86769490965241,23.903223249176513,1.8693104727620793,16.0,3.8,46.0,21.4,0
900.0,9.02036879004749,13.800851145052786,0.6574771165148255,14.44578054627579,8.773246336776454,-0.5468163157495195,15.6,3.2,48.6,25.1,1
727.4,9.55527676450053,12.748654769046425,0.5581708170285988,59.18640258089729,21.96095287387544,-3.0175847427948996,13.6,3.7399998,47.6,21.8,0
1557.7,10.139025837973477,14.153436308814932,0.8779572496371827,12.114785025221014,5.037677446498231,-0.35506266272543197,16.6,4.0,50.1,25.6,1
1041.4,8.064145297803517,14.830264517877078,1.1846910908130632,15.501579785296181,-11.750809513110658,1.1776574955700891,12.8,3.35,48.8,22.7,0
759.7,7.152596211284077,12.473597609711451,0.9338697826456215,46.86784363770848,11.549501752093656,0.34361688459942624,17.2,4.02,47.1,24.2,1
1031.6,9.862978695329563,13.270829963602733,0.6154936736101042,26.858846085208388,17.11838562577062,-1.1389243923265333,16.3,3.8200002,47.4,20.9,1
884.9,7.173318229458841,13.035281146812832,0.6995592436068587,42.78001428271146,23.650327197647716,-0.003138707112918482,17.9,3.86,48.7,22.6,1
1077.9,7.713694241140312,12.356528699520583,1.8049616181371835,41.75562894243663,20.6198069644738,0.22089274616471619,15.7,3.7599998,48.6,23.5,0
989.4,7.104360607140146,13.841924924280296,1.4024056026885898,47.95863339269725,24.3269281307877,-2.087927232819461,19.3,3.69,48.4,24.1,0
854.2,9.19136864435227,13.23853756953462,0.6523701454616357,74.49065845299313,10.305767514968206,-0.6517280690902817,15.8,3.1200001,48.6,23.1,0
1054.1,6.5728082881008145,13.612999269235416,1.2973147284236028,38.6880086168315,19.505313601518942,0.7360024112350014,14.9,3.78,48.9,23.3,1
1014.6,10.837951785860547,12.814916743946185,1.1308690400939374,23.3305787928556,12.731876466066945,3.60788730994082,17.7,3.4900002,48.4,19.5,0
1251.4,10.938551355423327,13.771588660874965,1.0024062799688578,50.03282073209694,24.23428158672497,3.74553628904735,18.0,3.8200002,47.6,20.4,1
1189.7,8.807215026044998,13.340118729494787,0.9061491347687817,33.26852429366776,1.8324810856687148,1.1647024759638143,11.9,3.4,47.5,24.7,1
1352.6,8.982572907997735,12.968117817035468,0.6179032523240766,43.513588147943665,21.322025387029903,1.6653833125511421,15.9,3.65,48.1,24.0,1
911.8,8.36491135638951,12.31137035292184,2.262010933480891,32.10922901239532,12.449951771702827,1.7044446899960992,10.5,3.53,46.2,24.7,1
976.3,7.918985241608247,13.210404515318704,2.644477231027339,46.29723725633734,-1.5387047847508302,1.5795002740659565,14.6,2.9699998,47.5,24.3,1
958.1,6.955064364609397,14.408338846781103,1.1633933651425996,53.123067676816355,21.538091987705222,0.7405071766829263,13.5,3.42,45.2,30.8,0
847.8,7.469987651658205,13.084754217747804,0.8806500202951542,0.8198633176461542,-15.190744226990216,-0.45717607013568073,14.9,3.85,46.5,26.8,1
708.5,7.005786656668773,13.347696507209864,1.1580099097682328,49.788487437697185,6.414566909128456,1.3151382942429408,17.8,3.5900002,47.2,26.6,1
686.8,6.014463592576128,13.322064822805965,1.265112437295513,45.58296473068058,20.21617075020891,0.04215543868958871,15.3,3.61,48.5,23.3,1
877.3,9.878789662420287,13.586012299459105,0.659429362558311,62.0873139067058,6.764279970300651,1.6087590401222969,17.6,3.81,48.0,27.8,1
1136.4,8.04917478360213,13.340229935929269,1.542101536685997,48.1572489392321,16.35798206520743,8.011268409169002,15.4,3.7400002,47.7,18.0,1
940.2,9.183120451758489,13.117333462873523,1.1350372929153,65.04588231334183,4.6460714587893905,-0.549430726665973,16.2,4.12,47.5,26.1,1
